Et
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.394316852093
0.394316852093
0.394316852093
0.394316852093
0.397684633732
0.397684633732
0.397684633732
0.397684633732
0.397684633732
0.397684633732
0.397684633732
0.397347867489
0.397347867489
0.397347867489
0.397347867489
0.397347867489
0.397347867489
0.397347867489
0.405430644751
0.405430644751
0.405430644751
0.405430644751
0.405430644751
0.405430644751
0.405430644751
0.396000742912
0.396000742912
0.396000742912
0.396000742912
0.396000742912
0.396000742912
0.397909194231
0.397909194231
0.397909194231
0.397909194231
0.397909194231
0.397909194231
0.397909194231
0.406328678131
0.406328678131
0.406328678131
0.406328678131
0.406328678131
0.406328678131
0.406328678131
0.400266647339
0.400266647339
0.400266647339
0.400266647339
0.400266647339
0.400266647339
0.400266647339
0.384437888861
0.384437888861
0.384437888861
0.384437888861
0.384437888861
0.384437888861
0.385672748089
0.385672748089
0.385672748089
